venue,ranking,title,authors,year,citations,url,pdf_url,keywords
ACM Conference on Hypertext & Social Media,1,Multiple Images of the City: Unveiling Group-Specific Urban Perceptions through a Crowdsourcing Game,"David Candeia, F. Figueiredo, N. Andrade, D. Quercia",2017,15,https://www.semanticscholar.org/paper/1eef114f480a1b7eac92934841993208a57edcdb,,"Computer Science, Sociology, Computer Science, Sociology"
ACM Conference on Recommender Systems,1,Crowd-Based Personalized Natural Language Explanations for Recommendations,"Shuo Chang, F. M. Harper, L. Terveen",2016,108,https://www.semanticscholar.org/paper/d50b4bd45c6425dacbbf53416b7eb111df36d503,,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,2,Mitigating Confounding Bias in Recommendation via Information Bottleneck,"Dugang Liu, Pengxiang Cheng, Hong Zhu, Zhenhua Dong, Xiuqiang He, Weike Pan, Zhong Ming",2021,94,https://www.semanticscholar.org/paper/434afac50609d1354f7010afad6bed5dcb725adf,,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,3,Learning to Collaborate in Multi-Module Recommendation via Multi-Agent Reinforcement Learning without Communication,"Xu He, Bo An, Yanghua Li, Haikai Chen, R. Wang, Xinrun Wang, Runsheng Yu, Xin Li, Zhirong Wang",2020,30,https://www.semanticscholar.org/paper/811c2cc6ecdb14cb4c6f586ec74e21116fb26ef5,http://arxiv.org/pdf/2008.09369,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,4,Estimating and Penalizing Preference Shift in Recommender Systems,"Micah Carroll, Dylan Hadfield-Menell, Stuart J. Russell, A. Dragan",2021,27,https://www.semanticscholar.org/paper/78fb13651081ecbd3140d3575c78e46bcda7c908,,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,5,Optimizing Long-term Value for Auction-Based Recommender Systems via On-Policy Reinforcement Learning,"Ruiyang Xu, Jalaj Bhandari, D. Korenkevych, F. Liu, Yuchen He, Alex Nikulkov, Zheqing Zhu",2023,7,https://www.semanticscholar.org/paper/e250ec7d40a607bcac282c8ae779f05575d6320c,https://arxiv.org/pdf/2305.13747,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,6,What We Evaluate When We Evaluate Recommender Systems: Understanding Recommender Systems’ Performance using Item Response Theory,"Yang Liu, A. Medlar, D. Głowacka",2023,4,https://www.semanticscholar.org/paper/3cc23fa15cd334f7784638ef8addb66e92a3b177,https://dl.acm.org/doi/pdf/10.1145/3604915.3608809,"Computer Science, Computer Science, Psychology"
ACM Conference on Recommender Systems,7,Social Choice for Heterogeneous Fairness in Recommendation,"Amanda Aird, Elena Štefancová, Cassidy All, A. Voida, Martin Homola, Nicholas Mattei, Robin Burke",2024,2,https://www.semanticscholar.org/paper/a4d4b1174015b7b308566d6889ddcaa513d3b213,https://dl.acm.org/doi/pdf/10.1145/3640457.3691706,"Computer Science, Computer Science"
ACM Conference on Recommender Systems,8,RPAF: A Reinforcement Prediction-Allocation Framework for Cache Allocation in Large-Scale Recommender Systems,"Shuo Su, Xiaoshuang Chen, Yao Wang, Yulin Wu, Ziqiang Zhang, Kaiqiao Zhan, Ben Wang, Kun Gai",2024,2,https://www.semanticscholar.org/paper/f7952acdb2626d745a183b5b25e223efab9247e3,https://dl.acm.org/doi/pdf/10.1145/3640457.3688128,"Computer Science, Computer Science"
ACM Great Lakes Symposium on VLSI,1,The Fuzz Odyssey: A Survey on Hardware Fuzzing Frameworks for Hardware Design Verification,"Raghul Saravanan, Sai Manoj Pudukotai Dinakarrao",2024,6,https://www.semanticscholar.org/paper/3ec9b561d8b8d17866a119038bbb61c167fce096,,"Computer Science, Computer Science, Engineering"
ACM Great Lakes Symposium on VLSI,2,SAFE-SiP: Secure Authentication Framework for System-in-Package Using Multi-party Computation,"Ishraq Tashdid, Tasnuva Farheen, Sazadur Rahman",2025,2,https://www.semanticscholar.org/paper/04dd933c069cf9a023640b90aac7770def74a74d,https://arxiv.org/pdf/2505.09002.pdf,"Computer Science, Computer Science, Engineering"
ACM Great Lakes Symposium on VLSI,3,Exploring Coverage Metrics in Hardware Fuzzing: A Comprehensive Analysis,"Raghul Saravanan, Sai Manoj Pudukotai Dinakarrao",2024,2,https://www.semanticscholar.org/paper/31db74800dec786a53a624c094538c47a3068e54,,"Computer Science, Computer Science, Engineering"
ACM Interational Symposium on Mobile Ad Hoc Networking and Computing,1,Truthful mobile crowd sensing with interdependent valuations,"Meng Zhang, Brian Swenson, Jianwei Huang, H. V. Poor",2020,2,https://www.semanticscholar.org/paper/364919da72637c45f3548ddf7205e3bc80322aba,,"Computer Science, Computer Science, Economics"
ACM Journal on Responsible Computing,1,"A Systematic Review on Fostering Appropriate Trust in Human-AI Interaction: Trends, Opportunities and Challenges","Siddharth Mehrotra, Chadha Degachi, Oleksandra Vereschak, C. Jonker, M. Tielman",2023,34,https://www.semanticscholar.org/paper/0072959e028aadf81e55353d3be7bd4f95e447e4,https://arxiv.org/pdf/2311.06305.pdf,"Computer Science, Computer Science, Psychology"
ACM Journal on Responsible Computing,2,“It’s Everybody’s Role to Speak Up... But Not Everyone Will”: Understanding AI Professionals’ Perceptions of Accountability for AI Bias Mitigation,"C. Lancaster, Kelsea Schulenberg, Christopher Flathmann, Nathan J. Mcneese, Guo Freeman",2023,5,https://www.semanticscholar.org/paper/95d6d035b9a6807295bc823fed4ab6a73b26b719,https://dl.acm.org/doi/pdf/10.1145/3632121,"Computer Science, Sociology"
ACM Multimedia,1,Exploring the Robustness of Decision-Level Through Adversarial Attacks on LLM-Based Embodied Models,"Shuyuan Liu, Jiawei Chen, Shouwei Ruan, Hang Su, Zhaoxia Yin",2024,22,https://www.semanticscholar.org/paper/cf1cd1be30aefd38de2f88d1bbe0b18952bcadcf,https://arxiv.org/pdf/2405.19802,"Computer Science, Computer Science"
ACM Multimedia,2,Exploring the Adversarial Robustness of Video Object Segmentation via One-shot Adversarial Attacks,"Kaixun Jiang, Lingyi Hong, Zhaoyu Chen, Pinxue Guo, Zeng Tao, Yan Wang, Wenqiang Zhang",2023,4,https://www.semanticscholar.org/paper/f6d93db39995883e137f852a619cff140a33057b,,"Computer Science, Computer Science"
ACM Multimedia,3,Shapley Value-based Contrastive Alignment for Multimodal Information Extraction,"Wen Luo, Yu Xia, Tianshu Shen, Sujian Li",2024,2,https://www.semanticscholar.org/paper/8decf2bdcf6864b1f69fb040650ad1c20fa49554,https://arxiv.org/pdf/2407.17854.pdf,"Computer Science, Computer Science"
ACM Multimedia,4,Tracing Training Progress: Dynamic Influence Based Selection for Active Learning,"Tianjiao Wan, Kele Xu, Long Lan, Zijian Gao, Dawei Feng, Bo Ding, Huaimin Wang",2024,1,https://www.semanticscholar.org/paper/73b0e3787cfeafd7c0d3b21d3a06b3cbfd0eea70,,"Computer Science, Computer Science"
ACM Multimedia Asia,1,Conditional Extreme Value Theory for Open Set Video Domain Adaptation,"Zhuoxiao Chen, Yadan Luo, Mahsa Baktash",2021,11,https://www.semanticscholar.org/paper/b076d76620cd326f409bebe1f9d9682e034c543e,https://arxiv.org/pdf/2109.00522,"Computer Science, Computer Science"
ACM Multimedia Asia,2,NeRF-IS: Explicit Neural Radiance Fields in Semantic Space,"Jiansong Sha, Haoyu Zhang, Yuchen Pan, Guang Kou, Xiaodong Yi",2023,3,https://www.semanticscholar.org/paper/511eda8bf3f73b01be6cde151ceb6fff4d60b55c,https://dl.acm.org/doi/pdf/10.1145/3595916.3626379,"Computer Science, Computer Science"
ACM SIGACT-SIGOPS Symposium on Principles of Distributed Computing,1,Approximate Byzantine Fault-Tolerance in Distributed Optimization,"Shuo Liu, Nirupam Gupta, N. Vaidya",2021,46,https://www.semanticscholar.org/paper/4a95876a2ed6f8e146df55ff105f020b16031e39,https://arxiv.org/pdf/2101.09337,"Computer Science, Computer Science"
ACM SIGACT-SIGOPS Symposium on Principles of Distributed Computing,2,A Distributed Combinatorial Topology Approach to Arrow's Impossibility Theorem,"S. Rajsbaum, A. Raventós-Pujol",2022,7,https://www.semanticscholar.org/paper/8d423ca17f5707d09fce8756046397e3b86b91d0,https://dl.acm.org/doi/pdf/10.1145/3519270.3538433,"Computer Science, Mathematics, Computer Science"
ACM SIGACT-SIGOPS Symposium on Principles of Distributed Computing,3,Probabilistic Byzantine Fault Tolerance,"Diogo Avelas, Hasan Heydari, E. Alchieri, Tobias Distler, A. Bessani",2024,3,https://www.semanticscholar.org/paper/046101bde815f30eb2472187870ceb47827e4ce1,https://arxiv.org/pdf/2405.04606.pdf,"Computer Science, Computer Science"
ACM SIGAPP Applied Computing Review,1,Finite-Time Consensus of Second-Order Multi-Agent Systems via Event-Triggered Impulsive Control,"Shasha Yang, Ziming Liu, Lianghao Ji",2024,2,https://www.semanticscholar.org/paper/535c0c806d223bf5ce02e1ed0e9afb8ef68d650b,,"Engineering, Computer Science"
ACM SIGLOG News,1,An Invitation to Game Comonads,"S. Abramsky, Luca Reggio",2024,2,https://www.semanticscholar.org/paper/e59e6534292affd8681e2915b93bc9b4c5b1e13c,https://arxiv.org/pdf/2407.00606,"Computer Science, Mathematics, Mathematics, Computer Science"
"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",1,"Simple, light, yet formally verified, global common subexpression elimination and loop-invariant code motion","D. Monniaux, Cyril Six",2021,8,https://www.semanticscholar.org/paper/ebecace3490c0822be72710138a1a797ef08910b,https://arxiv.org/pdf/2105.01344,"Computer Science, Computer Science"
ACM Symposium on Applied Computing,1,Pay attention to the cough: early diagnosis of COVID-19 using interpretable symptoms embeddings with cough sound signal processing,"Ankit Pal, Malaikannan Sankarasubbu",2020,82,https://www.semanticscholar.org/paper/1fbe03e5d62d60e171bba87ec8bc2606bd67ce93,https://dl.acm.org/doi/pdf/10.1145/3412841.3441943,"Computer Science, Engineering, Medicine, Computer Science"
ACM Symposium on User Interface Software and Technology,1,IdeaHound: Improving Large-scale Collaborative Ideation with Crowd-Powered Real-time Semantic Modeling,"Pao Siangliulue, Joel Chan, Steven W. Dow, Krzysztof Z Gajos",2016,98,https://www.semanticscholar.org/paper/9cacee85f9d414c10b8af97dd24b04ab9f8ef6f1,https://dl.acm.org/doi/pdf/10.1145/2984511.2984578,"Computer Science, Computer Science"
ACM Symposium on User Interface Software and Technology,2,MOCHA: Model Optimization through Collaborative Human-AI Alignment,"S. A. Gebreegziabher, Elena L. Glassman, T. Li",2024,1,https://www.semanticscholar.org/paper/ad157d146fdaefd08bc2ab05903745c8ea1bfd81,,"Computer Science, Computer Science"
ACM Trans. Asian Low Resour. Lang. Inf. Process.,1,Word Sense Disambiguation using Cooperative Game Theory and Fuzzy Hindi WordNet based on ConceptNet,"Goonjan Jain, D. K. Lobiyal",2022,10,https://www.semanticscholar.org/paper/319853967f65518a72975befbcaf690f4d83abcd,,"Computer Science, Computer Science, Linguistics"
ACM Trans. Asian Low Resour. Lang. Inf. Process.,2,Gender Classification System Based on the Behavioral Biometric Modality: Application of Handwritten Text,"Shaveta Dargan, Munish Kumar",2023,2,https://www.semanticscholar.org/paper/6ecd326632c44290752c4fab7425535b8cc5ffa6,,"Computer Science, Computer Science"
ACM Trans. Cyber Phys. Syst.,1,CAD Support for Security and Robustness Analysis of Safety-critical Automotive Software,"Ipsita Koley, Soumyajit Dey, Debdeep Mukhopadhyay, Sachin Kumar Singh, Lavanya Lokesh, Shantaram Vishwanath Ghotgalkar",2022,6,https://www.semanticscholar.org/paper/e458610f1d3ec67372090d7d7c29f41cdd3ce671,,"Computer Science, Engineering, Computer Science"
ACM Trans. Cyber Phys. Syst.,2,A Reference Architecture of Human Cyber-Physical Systems – Part III: Semantic Foundations,"Werner Damm, M. Fränzle, Alyssa J. Kerscher, Laine Forrest, K. Bengler, Bianca Biebl, Willem Hagemann, Moritz Held, David J. Hess, K. Ihme, Severin Kacianka, Sebastian Lehnhoff, Andreas Luedtke, A. Pretschner, Astrid Rakow, Rieger Jochem, Daniel Sonntag, Jonas Sztipanovits, Maike Schwammberger, M. Schweda, Alexander Trende, Anirudh Unni, Eric Veith",2023,2,https://www.semanticscholar.org/paper/217f31be13d65233869a02812215cdde6edda151,https://dl.acm.org/doi/pdf/10.1145/3622881,"Computer Science, Computer Science, Engineering"
ACM Trans. Economics and Comput.,1,The Revelation Principle for Mechanism Design with Signaling Costs,"Andrew Kephart, Vincent Conitzer",2021,3,https://www.semanticscholar.org/paper/19d4f59611af7ea83b171d30918695a0b2c74f05,,"Computer Science, Computer Science, Economics"
ACM Trans. Inf. Syst.,1,Unsupervised Social Bot Detection via Structural Information Theory,"Hao Peng, Jingyun Zhang, Xiang Huang, Zhifeng Hao, Angsheng Li, Zhengtao Yu, Philip S. Yu",2024,58,https://www.semanticscholar.org/paper/4488dfb6abbbbf4d16d834e2183de2cb0c50297d,https://dl.acm.org/doi/pdf/10.1145/3660522,"Computer Science, Computer Science"
ACM Trans. Inf. Syst.,2,Bi-preference Learning Heterogeneous Hypergraph Networks for Session-based Recommendation,"Xiaokun Zhang, Bo Xu, Fenglong Ma, Chenliang Li, Yuan Lin, Hongfei Lin",2023,16,https://www.semanticscholar.org/paper/fd735da7f75c2ed3f6ae5292ee9006397e3b7580,https://arxiv.org/pdf/2311.01125,"Computer Science, Computer Science"
ACM Trans. Internet Techn.,1,Collaborative Hotspot Data Collection with Drones and 5G Edge Computing in Smart City,"Pei-Cheng Song, Jeng‐Shyang Pan, H. Chao, S. Chu",2023,6,https://www.semanticscholar.org/paper/b21457a415ed36f9e1a0ddf93bdaf6e4e1778575,,"Computer Science, Engineering, Computer Science, Environmental Science"
ACM Trans. Internet Things,1,CASPER: Context-Aware IoT Anomaly Detection System for Industrial Robotic Arms,"Hakan Kayan, Ryan Heartfield, Omer F. Rana, Pete Burnap, Charith Perera",2024,6,https://www.semanticscholar.org/paper/62bf1314f6ec7d8f3a97d206463605fd0c42700d,https://dl.acm.org/doi/pdf/10.1145/3670414,"Computer Science, Engineering, Computer Science, Environmental Science"
ACM Trans. Multim. Comput. Commun. Appl.,1,A Geometrical Approach to Evaluate the Adversarial Robustness of Deep Neural Networks,"Yang Wang, B. Dong, Ke Xu, Haiyin Piao, Yufei Ding, Baocai Yin, Xin Yang",2023,3,https://www.semanticscholar.org/paper/aeab4d6b4121d7bb6d41e747ae5a6825f17b2ba2,https://arxiv.org/pdf/2310.06468,"Computer Science, Computer Science, Mathematics"
ACM Trans. Sens. Networks,1,AI-Based Efficient WUGS Network Channel Modeling and Clustered Cooperative Communication,"K. R., D. R., A. A",2022,8,https://www.semanticscholar.org/paper/0c83178745256e60aef14ca70c356e970c13605a,,"Computer Science, Engineering, Environmental Science, Computer Science"
ACM Transactions on Computing Education,1,AI MyData: Fostering Middle School Students’ Engagement with Machine Learning through an Ethics-Infused AI Curriculum,"I. Sanusi, Fred G. Martin, Ruizhe Ma, Joseph E. Gonzales, Vaishali Mahipal, S. Oyelere, Jarkko Suhonen, M. Tukiainen",2024,7,https://www.semanticscholar.org/paper/06639ee3b562cd82b11a818687983de5e92ea152,https://dl.acm.org/doi/pdf/10.1145/3702242,"Computer Science, Computer Science, Education"
ACM Transactions on Embedded Computing Systems,1,Formally Verified Loop-Invariant Code Motion and Assorted Optimizations,"D. Monniaux, Cyril Six",2022,7,https://www.semanticscholar.org/paper/d60944e5e171ece7b88cd28782c9dfebdea6de0d,https://hal.archives-ouvertes.fr/hal-03628646/file/CSE3_TECS_article.pdf,"Computer Science, Computer Science, Engineering"
ACM Transactions on Embedded Computing Systems,2,Improving Robustness in IoT Malware Detection through Execution Order Analysis,"Gao-Yu Lin, Po-Yuan Wang, Shin-Ming Cheng, Hahn-Ming Lee",2024,1,https://www.semanticscholar.org/paper/6c8f149b774ceb9fa25eb86280298b789d6fc6c8,https://dl.acm.org/doi/pdf/10.1145/3689427,"Computer Science, Computer Science, Engineering"
ACM Transactions on Evolutionary Learning and Optimization,1,"P2P Energy Trading through Prospect Theory, Differential Evolution, and Reinforcement Learning","Ashutosh Timilsina, Simone Silvestri",2023,9,https://www.semanticscholar.org/paper/c04ee2d40e9711e34bf0b3439bd52bc6448d7a4c,https://dl.acm.org/doi/pdf/10.1145/3603148,"Computer Science, Computer Science"
ACM Transactions on Information Systems,1,Robust Neural Information Retrieval: An Adversarial and Out-of-distribution Perspective,"Yuansan Liu, Ruqing Zhang, Jiafeng Guo, M. D. Rijke, Yixing Fan, Xueqi Cheng",2024,15,https://www.semanticscholar.org/paper/47e2ecfebd423fd0281b121225e5fa297981c97c,https://arxiv.org/pdf/2407.06992.pdf,"Computer Science, Computer Science"
ACM Transactions on Intelligent Systems and Technology,1,Using Crowdsourcing for Scientific Analysis of Industrial Tomographic Images,"Chen Chen, Paweł W. Woźniak, A. Romanowski, M. Obaid, T. Jaworski, J. Kucharski, K. Grudzień, Shengdong Zhao, M. Fjeld",2016,41,https://www.semanticscholar.org/paper/4b24c1ef928b55b2cf7d1bb686f07eeb28c77258,,"Computer Science, Computer Science, Engineering, Environmental Science, Physics"
ACM Transactions on Intelligent Systems and Technology,2,Mitigating Recommendation Biases via Group-Alignment and Global-Uniformity in Representation Learning,"Miaomiao Cai, Min Hou, Lei Chen, Le Wu, Haoyue Bai, Yong Li, Meng Wang",2024,19,https://www.semanticscholar.org/paper/d0aabf2b365ccccd1c719a4cb3a59b97ae491407,https://dl.acm.org/doi/pdf/10.1145/3664931,"Computer Science, Computer Science"
